comment,score
每周的作业时间其实是合唱小组排练，每个小组排练时间长度要看组员的能力、目标、时间而定，但是过程可以交到很多朋友！我觉得花时间也是值得的,4.833333333333334
是真的有意思，无作业给分高，老师温柔,4.785714285714286
老师说的对！北航的同学真的需要一些艺术修养！这就是我想象中的大学多样的课堂，充满了艺术气息,4.785714285714286
最后考试是二十个人合唱两首歌，给分很高。,4.785714285714286
老师非常温柔，给分也高，最后的考核也很轻松,4.785714285714286
老师特别棒，课堂很有趣，给分也很高,4.785714285714286
最后考核是分组合唱，需要一位同学来指挥。老师给分很高。平时上课的时候会做一些声乐和指挥方面的练习，很多时候会需要站起来练习指挥。,4.785714285714286
水GPA的好课,3.0
老师真的好棒棒啊，耐心又亲切,5.0
课程偏向基础科普,3.0
上课没什么意思，但是考试开卷且题全在幻灯片中可以找到，适合刷分,4.0
每节课换一个老师，给分高，期末有论文，不考试，有的老师可能会要求课上讨论，整体来说不错,3.5555555555555554
有几个上课的是大佬还挺有趣 给分还行 水课,3.5555555555555554
每节课老师都不一样，只有30个人，不点名，讲的内容有机器人发动机等等，上课可以写作业可以玩手机，虽然人少但老师不管，期末10个命题中选一个写3000字论文，给分89，不算高,3.5555555555555554
给分真低,3.5555555555555554
偶尔点名，给分看选哪个老师的题目，张德远老师给我的分贼高,3.5555555555555554
"期末5k字论文 只要全自己完成不抄袭完全ok 
平常不点名 点名没来也不扣分 
课堂展示做了就是满分
很适合大佬的一门课 菜鸡表示也可水过",4.5
老师人非常非常非常好，很喜欢这个老师,4.5
这个老师真的强，选激光雷达课送论文写作辅导课,4.5
期末论文要求学期初就会布置，建议尽早开始构思，本课通识性较强，难度适中，给分较高，可选。,4.5
老师人很好，很随和～上这个课大部分都是大一所以结果就是一直在介绍和普及，也细讲了如何写论文，给分高，可选,4.5
"老师很热情，授课内容很有趣，不会犯困
平时没有作业，最后的考核方式是课下完成开卷考试试题，最后给分也很高（90+）",5.0
上课内容包含很多光学知识，主要围绕单反相机的原理来讲。老师上课要求都听课，不准低头不听。考核内容都是上课讲的，给分还不错。,5.0
超级棒的老师!可以多和老师交流，了解很多知识。上课要不不来，来了就要仔细听讲。只要平时好好听期末考试应该问题不大。这门课好像是五级评分制，优秀GPA就直接计4.0啦。,5.0
挺好的一门课，有简单上机，非常实用,4.333333333333334
为了全英文的通识课要求选的。课程如果听的话也还算有意思(大部分人都不听)，比较基础。没点过名。课上要两个人自行组队做大小作业，作业形式多样。课程中期会有python讲解与简单上机实验。期末会有开卷考试。给分还好，跟着课程安排就好了。,4.333333333333334
适合刷分，但是很多小组的作业是帮老师翻译出书,4.333333333333334
大坑,1.2
上课比较水，最后给几个题目做pre，还要写1w字的论文！！真的，挺坑的。,1.2
虽说叫计算机图形学但只是基础中的基础，稍微深入的算法都没讲，相对的对c语言的要求其实也不深…当然这只是个通识课不能强求。但是老师讲课语气过于平缓，不专心听容易走神。期末考试前一周会给原题，所以还是比较水的课…总体来说没什么意思，大概只能算是opengl的入门介绍课程，深入需要自学,3.5
给分很高，作业也很有趣。可以更多地了解计算机绘图的原理。,3.5
大量数学家的故事，课挺好混的,4.083333333333333
每节课一个老师 期末虽然是闭卷但是手机查完全没问题 真的很水但是认真听的话也能学到很多健康常识的,4.0
期末开卷考试（可以用手机）。一节课一个老师（好像是校医院的医生），有的老师会交代考试重点。能明显感觉到不同老师的态度不一样，有很认真的，也有不那么认真只是念ppt的…都是医者仁心，希望大家身体健康。注重养生的同学可以去听一听。给分很好。,4.0
这门课主要是教拉小提琴。。老师很漂亮很有气质，而且给分也很到位，有想法的筒子们不要错过昂,2.75
平时成绩是随机课后小测，不认真听讲不会做，所以不是水课,2.75
课程难度较高，慎重选择，只拿了个60分保底,3.833333333333333
"讲课内容很有意思，考试考得很细。
需要把ppt的知识点基本背下来，填空题才能写得出来",3.833333333333333
朱磊很不错，强烈推荐,3.25
不是很懂隋学礼的迷之给分,3.25
老师都是经管学院大佬，建议上一次试试。不过每节课都点名，想翘课的慎选,3.75
每次课一位老师，讲课实用性取决于老师水平（不过感觉大多数老师在画大饼）。没有平时作业，只有一次3000字的论文，占60%，不难写。另外40%是出勤，保证出勤的话给分90+也不难。,3.75
刚开课时点名 按五级评分制给分 会分小组 小组最后一起展示即可 老师很厉害 会说很多他的人生经验很有趣,3.166666666666667
这门课是分级的不是百分的，刷分不建议。内容是系统工程浅显知识（反正不是专业课）和章研究员想起来的东西。考核分个5人组，设计个东西展示。水倒是水，不过干活没人，组长工作量大。,3.166666666666667
"平时没有作业，结课需要写一篇论文，老师对格式和内容质量有要求，不符合要求的要打回
虽然老师很厉害，但课堂上基本上学不到什么",2.5
老师很棒！,2.5
考试真难。。。而且还要写论文,2.5833333333333335
我自己考的不太好，但老师上课真的很有意思，学到了很多收获很大。身边也有不少90+的同学，最后考试字数写多点应该不会太差。,2.5833333333333335
给分基本90+，没作业,4.142857142857142
上完这个课的老师我还是单身...,4.142857142857142
老师很风趣，人很好，给分高，是选了郁老师的思修，认识郁老师的!举例很戳中内心，但有些例子有些年头了。希望可以多和同学们有互动环节呢。,4.142857142857142
水，要签到，分挺高的,4.142857142857142
刘院长讲课还是很有意思的,4.0
挺有意思的，但是最后的论文以及展示有点无中生有的味道,4.0
分数给的挺高的 刘院长会推销书 但可以不买。,4.0
有点无聊。。。作业就随便写写叭。要查重，所以千万别抄论文,3.0
对没有基础的同学很不友好,3.25
"需要购买老师所著的书，开卷考试内容基本都在书上。不买书只打印ppt分数会低……
老师18年秋第一次开一般通识，之前本课都是专业课程，会有课程专业性强而不有趣的感觉。",1.75
上课跟着老师唱唱戏，听听京剧知识，很轻松开心的一门课，老师是京剧表演艺术家，唱的都是最正宗的京味,3.8333333333333335
"签到：课前要签到算入平时成绩，如果人太少会重新点名
考核：最后一节课交1000字的感想吧好像是
感想：老师人很好，课也很有意思，有点后悔逃课了",3.8333333333333335
讲的东西比我想象的简单太多。不过考核800字还随便90+的课，太可贵了。,3.8333333333333335
老师给分很高，人很美很好！,4.5
能了解很多深空探测的知识，但最终成绩只与最后的论文有关。。我自我感觉给我的分低了。。但也没有很低，还是正常打分的,4.0
成绩只和最终交的报告有关，报告4k到6k字有点可怕，但认真写分数不会低～90+飘过,4.0
老师很好，给分很高，最后展示以小组形式完成,4.0
不知道为什么我和我的同学一起上的最后都给了70分。,3.375
老师很有趣,3.375
老师很有趣，但是给分略低，注意课堂上好好表现,3.375
老师超级温柔！给分超高，因为她觉得大家都是小天使hhh,4.5
有期中期末考试，问题都是谈谈对生物圈的理解，谈谈对微生物的理解之类的，问的很大。两级制给分,1.3333333333333333
"坑。两级给分制的课一律避开吧 最后算平均分一律拿70分算的233
课本身就一般的水课",1.3333333333333333
一学期作业几个一百页ppt，考试考一些上课没讲过的东西，真不知道有什么意义。这门课成绩出来前3.8，出来后直接掉0.4。,0.0
纯粹浪费时间的课程，慎选,0.0
超级推荐嗷，非常有趣的通识课。老师非常nice、幽默。,4.666666666666666
课很有意思，总共三次作业，期末如果不想展示只交稿子也可以，分数也很高（不认真写作业另当别论）,5.0
老师讲得很好，可惜听的人太少,3.0
"这门课主要围绕视觉测量技术，介绍了三维成像，多光谱高光谱分析，红外测量等技术，还有安排两次实验课，大作业是围绕这两次的实验课的两次实验报告，如果没有参加就用相关的论文代替。
姜宏志老师讲课很风趣幽默，贾国瑞老师讲课有点尬。
课程内容主要还是和遥感专业相关，可以作为选专业时的参考。",4.875
一般给分90+,4.875
"主要讲如何进行图像识别，并利用图像识别结果导航。除此之外，许东老师的话很有启发性，彻底激起了我科技创新的兴趣，我真的有眼前一亮的感觉！
结课作业是构想一个与课堂知识相关的项目，写一篇论文并用PPT展示，认真做的话也受益匪浅。还可以随时和老师交流想法。
认真做可以90+。",5.0
19年第一次开的课  一学分 老师上课也不知道在讲什么  平时几乎次次查考勤 还有作业 考试,1.5
薛斌党老师人还是很好的，这课主要学图像处理，学完数分线代的话这课还是很有趣的,5.0
对数分学习很有帮助，但比较拉GPA，也有人挂科补考,3.5
很有用但是难度很高，水不得，容易挂科，对GPA影响大,3.5
太难了，没有心理准备不要选啊,3.5
杨小远老师讲得很好，会结合时下数学研究热点与将来的数学学习进行授课，PPT很详尽，点燃了我对数学的热爱！,3.5
杨老师上的课很好！,3.5
"很好的课
但是考试不好
适合旁听和学习",3.5
建议旁听,3.5
建议旁听，不建议选。,3.5
旁听很好，选了也能给自己一些动力(笑),3.5
老师讲课认真但是比较枯燥，内容比较基础好理解，考试开卷，题目均来自上课笔记，平时认真学就能拿到不错的分数。,4.0
嗯，，真的很无聊,2.25
挺水的，就是写几篇文章，期末会考试，考试也比较简单,2.25
没办法逃课，每节课都在画画..画的头晕脑胀，最后给分比较低！80多吧都,2.5
上课很有趣！！而且你永远不会知道你身边藏了什么样的画画大佬,2.5
感觉...其实不太适合一点素描基础都没有的同学去选  不过如果为了学分而去的话无所谓啦,2.5
老师很认真负责，讲解古今中外美术作品，认真听应该能学到很多，但是有一点枯燥。最后给分比较低，大概还不到85分,2.5
风趣幽默,4.4
幽默风趣，老师真棒,4.4
特别有趣，好评！,4.4
总结:给分很高的水课,3.5
比较水，考试开卷，还会透题,4.0
5k字论文,3.3571428571428577
"每节课都刷脸签到！
最后的大论文能写死你！",3.3571428571428577
刷脸签到，明明每次都去结果缺勤一次，莫名其妙扣了6分（签到共60分），但是论文给分真的很高，最后扣了6分签到分照样93，也能接受，至少不是很拉goa,3.3571428571428577
每次课都去签到，结课论文按要求完成好，分数就不会低,3.3571428571428577
"不得不说，我这学期写得最认真的论文，加上平时上课做的笔记，还是没给到90。也可能是我的问题
天天签到，院长讲的不错，另一个老师比较水。",3.3571428571428577
每节课都点名签到，考核是5k字左右大论文，只要按照格式写了，分都不会低。,3.3571428571428577
论文给分不高,2.333333333333333
给分不是很高,2.333333333333333
课蛮有趣的，就是给分不太高,2.333333333333333
薛大师啊懂得都懂风水算命无所不通,2.75
听薛大师漫天遨游，但是两级分制请谨慎选择。,2.75
"两级分制信息北航显示70，但好像不算gpa？
最后就写一几百字的小文章
上课不点名",2.75
"2019级表示不考试，分数90+
听薛大师讲围棋中的人生道理",2.75
虽然我退课了但是我还是要说，这门课不考试，给分也改了，改成大家都是90+了,2.75
这门课甚至可以不去，补作业的好地方，结课写一篇600字感想就OK，给分90或者91,2.75
上课当自习，考核就600字感想，给分还特别高,2.75
水课，每节课签到，期末事情很多,0.0
非常差，老师打分极低，大几率不及格,1.25
老师人很好，课程很有趣，分一般95+，两人一组做无人机，有材料有教程，简单且好玩，制作好自己组的无人机之后就不统一上课了，只需要自己抽时间来练习飞行，练习时间满之后可以考试，考试是操控无人机进行一些简单的操作。,3.75
期末考试占比很大，慎选,3.1
老师讲的东西不少，认真听听也蛮有意思的，最后会给一个ppt，考试很容易过，,3.1
期末开卷考试，全都是PPT上的知识点，我上学期买了一本教材(书名为课程名)，考前对着PPT画了一遍知识点，考试没有未画到的题(考后感觉买教材没有必要)，最重要的是我寒假时发现网上有试卷，2011年的，应该是好多年都没有变了，拿高分比较容易。,3.1
开卷考试很水 给分高,3.1
可以，老师很好，,3.1
没有较好的艺术鉴赏能力，最后大概就80分吧（这个应该是理论课，还有一个对应的实践课）,3.0
对没有舞蹈基础的女生不友好,2.8333333333333335
期末有组队写小型课堂展示和闭卷考试，给分很好。,4.333333333333334
给分非常非常好，95＋很普遍，平时没有作业，最后有一个小组展示。考试会提前一节课泄题。,4.333333333333334
老师上课真的很有趣，给分也很好,4.666666666666667
老师上课讲的很有趣，就是闭卷考试有点难搞，不过加上平时分还有课堂展示，分挺高的。,4.666666666666667
老师很漂亮很漂亮,4.666666666666667
很好很强大。老师上课认真而考试水,4.45
"唯一一门拿满分的课
（不过需要点音乐基础就是了）",4.45
认真就有分，而且很高,4.45
考试都是老师上课讲的内容，需要上课听讲哦～给分都比较高的??,4.45
平时上课了解知识听听音乐感觉很不错，作业认真完成的话，期末考试不会差。我属于音乐素养和知识都一片空白的，考试交了卷以为自己要gg了，最后给出来的成绩还是非常满意～,4.45
老师上课认真负责有激情，平时不点名（考试前点过一次），最后考试为半开卷，可以携带留过的作业进场，考的都是上课讲过的，难度不大。最后给分非常高，很满意。,4.45
"去年的这课考评
3次签到+结课论文
论文多堆点字数
就能得个90+的分",4.6
老师讲得非常专业，大一表示听着有些吃力orz，不过如果下半学期学过矩阵报名会好些吧。留过一次作业一次大论文，按照老师要求基本没问题的,4.6
除了上课特别难之外别的都挺好，最后分也给的挺高的,4.6
课程内容有点硬核，老师有时候还点名回答问题。。。最后论文认真写写得分挺高，我得了95+,4.6
很无聊，论文很迷，给分也不高,0.1428571428571428
老师给分非常胡乱任性，很不负责的那种,0.1428571428571428
排雷,0.1428571428571428
本课程成绩与你上不上课，交不交作业毫无关系,0.1428571428571428
emmm，貌似是两级评分，很难受,0.1428571428571428
作业少但给分低,1.5
给分低，很无聊，论文纯无中生有,1.5
无聊，给分很迷,1.5
哎，给分很迷，课程枯燥,1.5
可以去故宫鸟巢玩,3.0
只要认真完成课程报告，也就是查阅20篇文献给出一个问题的大概描述就分就挺高的,4.25
作业只要完成检索任务就可以，而且老师是上课的时候给时间做，下课之前就能做完，考试是开卷很简单，和作业差不多，给分高，学一下查论文还比较实用,4.25
唔～第一我们大一上是要写一些论文的，学会信息检索 掌握多种渠道真的好用啊啊啊,4.25
大一上学期上这门课最大的收获就是发现了知网，会用这种数据库检索资料了。整体来说可谓一门又轻松又有用的课。,4.25
我感觉嗷，给分挺低的。每节课都有点名和作业，老师比较严格。,4.25
"这门课讲一些最基本的逻辑，对形成逻辑思维很有帮助（反正我上完课之后真的中毒了）。会做很多有趣的逻辑题。囿于各种原因，老师引入名词之前缺乏解释，逻辑规律的脉络并不清晰，几乎是直接上手做题。
曹庆萍老师人非常好。偶尔点名。五级评分制，最高也许是90分。",4.25
老师风趣幽默，通识课经验丰富，课堂气氛把握的很棒，授课内容多为结合个人经历的科学史，但课改后要求每堂课上交笔记，两三人一组进行课堂展示，略微硬核，最终评分尚可，总体一般,2.6666666666666665
每节课都要写课堂总结，最后几周展示并提交报告,2.6666666666666665
给分似乎不是特别的好,2.6666666666666665
很好玩的课；可以显著锻炼人的创造能力；注重培养学生的人文素养和科学素养；老师尽职尽责、和蔼可亲；比较硬核，给分一般，2学分的课给分不是特别高，如果比较认真对待的话可以拿到85+。但是我没有拿到90?? 唉,3.5
课很有趣，不过给分低,3.1666666666666665
给分低,3.1666666666666665
给分低?? ,3.1666666666666665
现在最后给的分提高了，是90分！,3.1666666666666665
"这次90分了！
",3.1666666666666665
直接给90分,3.1666666666666665
太难了,3.25
"每周都要讨论，发邮件，要花点时间认真做，还要有自己的观点
上课可摸鱼",3.25
考核是跳舞或合唱选一个组队表演 给分90以上能保证,4.0
会放不同的音乐或者影视片段，来解析或者让大家一起揣测人物内心。还会赠各种交响乐票,4.0
给分很高的。平时出勤30，期末考试35，小组展示35。期末考试有些难搞，其他还是给分不错的。,5.0
课程非常非常无聊，而且老师说什么我都听不懂(是真的完全完全陌生)，非常水非常水。最后是小组做个展示，感觉我们做的并不好但是分数意外的高……90+,3.5
老师挺有意思，也容易通过，就是给分少,2.875
两级制给分 论文考核 1学分一般通识 对北京风水和薛峰老师课程感兴趣的同学可以选择~,2.875
"这是一个可以听着玩的课程
给分通过70 但不算GPA",2.875
我拿了90多分啊，态度好听听课好好写最后的论文还是给分可以滴,2.875
不难，没有考试，作业比较多，每周都要写影评，课上有小组讨论，还有一次小组pre和一个结课作文，不算难，认真做就好。总之，如果发言积极的话，这门课容易得高分。只需要每部电影写影评（英语）以及大作业展示（给定若干题目）&结课论文。,3.5
参与越多，收获越多！,4.757575757575758
老师很好！上课很有趣，而且可以听到很多同学各种各样的观点，还有各种优秀的名人演讲，学习到很多演讲的技巧(｡･ω･｡)ﾉ♡,4.757575757575758
很实用，既增长了实用英语的能力，同时也开阔了我们的眼界，体会到不同文化之间的多样性，还培养了我们表达自我的能力。,4.757575757575758
老师人超级好！内容有深度又有趣！口语自然清晰！,4.757575757575758
非常nice的通识课，可以学到很多东西,4.757575757575758
课挺好，但如果想拿高分（95以上）还是比较难的,4.757575757575758
初老师超级棒,2.6666666666666665
初老师教给我们很多，课堂上积极讨论的时候很开心,2.6666666666666665
回答问题和平时作业就是考核了，没有考试。,2.6666666666666665
课程论文比较硬核，但是不太难,3.833333333333333
论文3-5k左右，别太糊弄，90+没问题。课程平时无作业，知识有意思，好评好评~,3.833333333333333
课程内容和名字高度一致，最后有个论文比较好写，反正是讲航天史的。卢教授口音很重，凑合听吧。点名只说过没做过。,3.833333333333333
可以了解一些工业制造、算法的前沿知识（机器学习、智能制造之类），但知识密度感觉并不高。最后要求以课堂讲述内容为基础设计一个产品（类似冯如杯创意大赛？），以20页以上PPT的形式展示，如果认真做还是会有不少收获的。我看了一些论文，了解了不少关于神经网络的知识。给分奇高。,4.0
课程应该是由三位老师分段上课，分别是基本概念，西方哲学史基础和案例分析。第一段对思维能力有一定要求，但是作为思维游戏和逻辑培养则很不错；第二段比较枯燥，是考试客观题的主要内容；第三段有点像讲故事。闭卷考试难度不太高（主观题有难有易）。随便听课大概在85-90之间，认真可上95。,4.0
谢老师为人和善，内容紧靠时事，作为入门课程非常推荐，考核的话有一次小组展示和开卷考试（主要是熟悉ppt上的例题233），参考分数:90,5.0
其实不是开卷考试 网课 在网上考试 所以可以随便查 但给分似乎是两级制emmm总之不推荐 过了也就是70,1.6666666666666665
没意思……真的……,1.6666666666666665
